Sample in Buffer,Sample in Window,TRIGGER,frame_start_1,frame_done,line_done,busy,nt39_state[3:0],stv2,stv1,cpv,chip_sel2,chip_sel1,stv_mode,sel,mode2,mode1,lr,ud,oe2,oe1,frame_start,line_start_pulse,xao,oepsn,nt39_cnt[9:0],nt39_shift_cnt[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
226,226,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,007,c
227,227,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,008,c
228,228,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,009,c
229,229,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00a,c
230,230,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00b,c
231,231,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00c,c
232,232,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00d,c
233,233,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00e,c
234,234,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,00f,c
235,235,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,010,c
236,236,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,011,c
237,237,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,012,c
238,238,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,013,c
239,239,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,014,c
240,240,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,015,c
241,241,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,016,c
242,242,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,017,c
243,243,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,018,c
244,244,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,019,c
245,245,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01a,c
246,246,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01b,c
247,247,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01c,c
248,248,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01d,c
249,249,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01e,c
250,250,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,01f,c
251,251,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,020,c
252,252,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,021,c
253,253,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,022,c
254,254,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,023,c
255,255,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,024,c
256,256,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,025,c
257,257,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,026,c
258,258,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,027,c
259,259,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,028,c
260,260,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,029,c
261,261,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02a,c
262,262,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02b,c
263,263,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02c,c
264,264,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02d,c
265,265,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02e,c
266,266,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,02f,c
267,267,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,030,c
268,268,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,031,c
269,269,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,032,c
270,270,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,033,c
271,271,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,034,c
272,272,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,035,c
273,273,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,036,c
274,274,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,037,c
275,275,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,038,c
276,276,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,039,c
277,277,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03a,c
278,278,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03b,c
279,279,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03c,c
280,280,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03d,c
281,281,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03e,c
282,282,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,03f,c
283,283,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,040,c
284,284,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,041,c
285,285,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,042,c
286,286,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,043,c
287,287,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,044,c
288,288,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,045,c
289,289,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,046,c
290,290,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,047,c
291,291,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,048,c
292,292,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,049,c
293,293,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04a,c
294,294,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04b,c
295,295,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04c,c
296,296,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04d,c
297,297,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04e,c
298,298,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,04f,c
299,299,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,050,c
300,300,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,051,c
301,301,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,052,c
302,302,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,053,c
303,303,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,054,c
304,304,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,055,c
305,305,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,056,c
306,306,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,057,c
307,307,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,058,c
308,308,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,059,c
309,309,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05a,c
310,310,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05b,c
311,311,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05c,c
312,312,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05d,c
313,313,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05e,c
314,314,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,05f,c
315,315,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,060,c
316,316,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,061,c
317,317,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,062,c
318,318,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,063,c
319,319,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,064,c
320,320,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,065,c
321,321,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,066,c
322,322,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,067,c
323,323,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,068,c
324,324,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,069,c
325,325,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06a,c
326,326,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06b,c
327,327,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06c,c
328,328,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06d,c
329,329,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06e,c
330,330,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,06f,c
331,331,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,070,c
332,332,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,071,c
333,333,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,072,c
334,334,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,073,c
335,335,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,074,c
336,336,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,075,c
337,337,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,076,c
338,338,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,077,c
339,339,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,078,c
340,340,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,079,c
341,341,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07a,c
342,342,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07b,c
343,343,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07c,c
344,344,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07d,c
345,345,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07e,c
346,346,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,07f,c
347,347,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,080,c
348,348,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,081,c
349,349,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,082,c
350,350,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,083,c
351,351,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,084,c
352,352,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,085,c
353,353,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,086,c
354,354,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,087,c
355,355,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,088,c
356,356,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,089,c
357,357,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08a,c
358,358,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08b,c
359,359,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08c,c
360,360,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08d,c
361,361,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08e,c
362,362,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,08f,c
363,363,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,090,c
364,364,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,091,c
365,365,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,092,c
366,366,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,093,c
367,367,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,094,c
368,368,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,095,c
369,369,0,0,0,1,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,000,0
370,370,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,001,0
371,371,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,002,0
372,372,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,003,0
373,373,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,004,0
374,374,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,005,0
375,375,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,006,0
376,376,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,007,0
377,377,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,008,0
378,378,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,009,0
379,379,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00a,0
380,380,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00b,0
381,381,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00c,0
382,382,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00d,0
383,383,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00e,0
384,384,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00f,0
385,385,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,010,0
386,386,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,011,0
387,387,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,012,0
388,388,0,0,0,0,1,"WAIT_LINE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,013,0
389,389,0,0,1,0,0,"IDLE",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,0
390,390,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,0
391,391,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,001,0
392,392,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,002,0
393,393,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,003,0
394,394,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,004,0
395,395,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,005,0
396,396,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,006,0
397,397,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,007,0
398,398,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,008,0
399,399,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,009,0
400,400,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00a,0
401,401,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00b,0
402,402,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00c,0
403,403,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00d,0
404,404,0,0,0,0,1,"STV_SETUP_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00e,0
405,405,0,0,0,0,1,"STV1_ONLY_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,0
406,406,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,001,0
407,407,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,002,0
408,408,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,003,0
409,409,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,004,0
410,410,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,005,0
411,411,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,006,0
412,412,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,007,0
413,413,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,008,0
414,414,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,009,0
415,415,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00a,0
416,416,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00b,0
417,417,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00c,0
418,418,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00d,0
419,419,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00e,0
420,420,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00f,0
421,421,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,010,0
422,422,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,011,0
423,423,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,012,0
424,424,0,0,0,0,1,"STV1_ONLY_S",0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,013,0
425,425,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,0
426,426,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,001,0
427,427,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,002,0
428,428,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,003,0
429,429,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,004,0
430,430,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,005,0
431,431,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,006,0
432,432,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,007,0
433,433,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,008,0
434,434,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,009,0
435,435,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00a,0
436,436,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00b,0
437,437,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00c,0
438,438,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00d,0
439,439,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00e,0
