; CSV, generated by atk_libsigrok4 1.0.0 on 2026-07-31 11:04:28
; Channels (5/16)
; ChannelsType: 31
; Sample rate: 20 MHz
; Sample count: 9.536743 M
; Sampling time: 2026-07-31 10:59:07.619
SystemTime, Time(s), STV_mode, oepsn, ud, cpv, chip_sel
'2026-07-31 10:59:08.060677850,0.373677850,0,0,0,0,1
'2026-07-31 10:59:08.060680850,0.373680850,0,0,0,1,0
'2026-07-31 10:59:08.060827850,0.373827850,0,0,0,0,1
'2026-07-31 10:59:08.060830850,0.373830850,0,0,0,1,0
'2026-07-31 10:59:08.060977850,0.373977850,0,0,0,0,1
'2026-07-31 10:59:08.060980850,0.373980850,0,0,0,1,0
'2026-07-31 10:59:08.061127850,0.374127850,0,0,0,0,1
'2026-07-31 10:59:08.061130850,0.374130850,0,0,0,1,0
'2026-07-31 10:59:08.061277850,0.374277850,0,0,0,0,1
'2026-07-31 10:59:08.061280850,0.374280850,0,0,0,1,0
'2026-07-31 10:59:08.061427850,0.374427850,0,0,0,0,1
'2026-07-31 10:59:08.061430850,0.374430850,0,0,0,1,0
'2026-07-31 10:59:08.061577850,0.374577850,0,0,0,0,1
'2026-07-31 10:59:08.061580850,0.374580850,0,0,0,1,0
'2026-07-31 10:59:08.061727850,0.374727850,0,0,0,0,1
'2026-07-31 10:59:08.061730850,0.374730850,0,0,0,1,0
'2026-07-31 10:59:08.061877850,0.374877850,0,0,0,0,1
'2026-07-31 10:59:08.061880850,0.374880850,0,0,0,1,0
'2026-07-31 10:59:08.062027850,0.375027850,0,0,0,0,1
'2026-07-31 10:59:08.062030850,0.375030850,0,0,0,1,0
'2026-07-31 10:59:08.062177850,0.375177850,0,0,0,0,1
'2026-07-31 10:59:08.062180850,0.375180850,0,0,0,1,0
'2026-07-31 10:59:08.062327850,0.375327850,0,0,0,0,1
'2026-07-31 10:59:08.062330850,0.375330850,0,0,0,1,0
'2026-07-31 10:59:08.062477850,0.375477850,0,0,0,0,1
'2026-07-31 10:59:08.062480850,0.375480850,0,0,0,1,0
'2026-07-31 10:59:08.062627850,0.375627850,0,0,0,0,1
'2026-07-31 10:59:08.062630850,0.375630850,0,0,0,1,0
'2026-07-31 10:59:08.062777850,0.375777850,0,0,0,0,1
'2026-07-31 10:59:08.062780850,0.375780850,0,0,0,1,0
'2026-07-31 10:59:08.062927850,0.375927850,0,0,0,0,1
'2026-07-31 10:59:08.062930850,0.375930850,0,0,0,1,0
'2026-07-31 10:59:08.063077850,0.376077850,0,0,0,0,1
'2026-07-31 10:59:08.063080850,0.376080850,0,0,0,1,0
'2026-07-31 10:59:08.063227850,0.376227850,0,0,0,0,1
'2026-07-31 10:59:08.063230850,0.376230850,0,0,0,1,0
'2026-07-31 10:59:08.063377850,0.376377850,0,0,0,0,1
'2026-07-31 10:59:08.063380850,0.376380850,0,0,0,1,0
'2026-07-31 10:59:08.063527850,0.376527850,0,0,0,0,1
'2026-07-31 10:59:08.063530850,0.376530850,0,0,0,1,0
'2026-07-31 10:59:08.063677850,0.376677850,0,0,0,0,1
'2026-07-31 10:59:08.063680850,0.376680850,0,0,0,1,0
'2026-07-31 10:59:08.063827850,0.376827850,0,0,0,0,1
'2026-07-31 10:59:08.063830850,0.376830850,0,0,0,1,0
'2026-07-31 10:59:08.063977850,0.376977850,0,0,0,0,1
'2026-07-31 10:59:08.063980850,0.376980850,0,0,0,1,0
'2026-07-31 10:59:08.064127850,0.377127850,0,0,0,0,1
'2026-07-31 10:59:08.064130850,0.377130850,0,0,0,1,0
'2026-07-31 10:59:08.064277850,0.377277850,0,0,0,0,1
'2026-07-31 10:59:08.064280850,0.377280850,0,0,0,1,0
'2026-07-31 10:59:08.064427850,0.377427850,0,0,0,0,1
'2026-07-31 10:59:08.064430850,0.377430850,0,0,0,1,0
'2026-07-31 10:59:08.064577850,0.377577850,0,0,0,0,1
'2026-07-31 10:59:08.064580850,0.377580850,0,0,0,1,0
'2026-07-31 10:59:08.064727850,0.377727850,0,0,0,0,1
'2026-07-31 10:59:08.064730850,0.377730850,0,0,0,1,0
'2026-07-31 10:59:08.064877850,0.377877850,0,0,0,0,1
'2026-07-31 10:59:08.064880850,0.377880850,0,0,0,1,0
'2026-07-31 10:59:08.065027850,0.378027850,0,0,0,0,1
'2026-07-31 10:59:08.065030850,0.378030850,0,0,0,1,0
'2026-07-31 10:59:08.065177850,0.378177850,0,0,0,0,1
'2026-07-31 10:59:08.065180850,0.378180850,0,0,0,1,0
'2026-07-31 10:59:08.065327850,0.378327850,0,0,0,0,1
'2026-07-31 10:59:08.065330850,0.378330850,0,0,0,1,0
'2026-07-31 10:59:08.065477850,0.378477850,0,0,0,0,1
'2026-07-31 10:59:08.065480850,0.378480850,0,0,0,1,0
'2026-07-31 10:59:08.065627850,0.378627850,0,0,0,0,1
'2026-07-31 10:59:08.065630850,0.378630850,0,0,0,1,0
'2026-07-31 10:59:08.065777850,0.378777850,0,0,0,0,1
'2026-07-31 10:59:08.065780850,0.378780850,0,0,0,1,0
'2026-07-31 10:59:08.065927850,0.378927850,0,0,0,0,1
'2026-07-31 10:59:08.065930850,0.378930850,0,0,0,1,0
'2026-07-31 10:59:08.066077850,0.379077850,0,0,0,0,1
'2026-07-31 10:59:08.066080850,0.379080850,0,0,0,1,0
'2026-07-31 10:59:08.066227850,0.379227850,0,0,0,0,1
'2026-07-31 10:59:08.066230850,0.379230850,0,0,0,1,0
'2026-07-31 10:59:08.066377850,0.379377850,0,0,0,0,1
'2026-07-31 10:59:08.066380850,0.379380850,0,0,0,1,0
'2026-07-31 10:59:08.066527850,0.379527850,0,0,0,0,1
'2026-07-31 10:59:08.066530850,0.379530850,0,0,0,1,0
'2026-07-31 10:59:08.066677850,0.379677850,0,0,0,0,1
'2026-07-31 10:59:08.066680850,0.379680850,0,0,0,1,0
'2026-07-31 10:59:08.066827850,0.379827850,0,0,0,0,1
'2026-07-31 10:59:08.066830800,0.379830800,0,0,0,0,0
'2026-07-31 10:59:08.066830850,0.379830850,0,0,0,1,0
'2026-07-31 10:59:08.066977850,0.379977850,0,0,0,0,1
'2026-07-31 10:59:08.066980800,0.379980800,0,0,0,0,0
'2026-07-31 10:59:08.066980850,0.379980850,0,0,0,1,0
'2026-07-31 10:59:08.067127850,0.380127850,0,0,0,0,1
'2026-07-31 10:59:08.067130800,0.380130800,0,0,0,0,0
'2026-07-31 10:59:08.067130850,0.380130850,0,0,0,1,0
'2026-07-31 10:59:08.067277850,0.380277850,0,0,0,0,1
'2026-07-31 10:59:08.067280800,0.380280800,0,0,0,0,0
'2026-07-31 10:59:08.067280850,0.380280850,0,0,0,1,0
'2026-07-31 10:59:08.067427850,0.380427850,0,0,0,0,1
'2026-07-31 10:59:08.067430800,0.380430800,0,0,0,0,0
'2026-07-31 10:59:08.067430850,0.380430850,0,0,0,1,0
'2026-07-31 10:59:08.067577850,0.380577850,0,0,0,0,1
'2026-07-31 10:59:08.067580800,0.380580800,0,0,0,0,0
'2026-07-31 10:59:08.067580850,0.380580850,0,0,0,1,0
'2026-07-31 10:59:08.067727850,0.380727850,0,0,0,0,1
'2026-07-31 10:59:08.067730800,0.380730800,0,0,0,0,0
'2026-07-31 10:59:08.067730850,0.380730850,0,0,0,1,0
'2026-07-31 10:59:08.067877850,0.380877850,0,0,0,0,1
'2026-07-31 10:59:08.067880800,0.380880800,0,0,0,0,0
'2026-07-31 10:59:08.067880850,0.380880850,0,0,0,1,0
'2026-07-31 10:59:08.068027850,0.381027850,0,0,0,0,1
'2026-07-31 10:59:08.068030800,0.381030800,0,0,0,0,0
'2026-07-31 10:59:08.068030850,0.381030850,0,0,0,1,0
'2026-07-31 10:59:08.068177850,0.381177850,0,0,0,0,1
'2026-07-31 10:59:08.068180800,0.381180800,0,0,0,0,0
'2026-07-31 10:59:08.068180850,0.381180850,0,0,0,1,0
'2026-07-31 10:59:08.068327850,0.381327850,0,0,0,0,1
'2026-07-31 10:59:08.068330800,0.381330800,0,0,0,0,0
'2026-07-31 10:59:08.068330850,0.381330850,0,0,0,1,0
'2026-07-31 10:59:08.068477850,0.381477850,0,0,0,0,1
'2026-07-31 10:59:08.068480800,0.381480800,0,0,0,0,0
'2026-07-31 10:59:08.068480850,0.381480850,0,0,0,1,0
'2026-07-31 10:59:08.068627850,0.381627850,0,0,0,0,1
'2026-07-31 10:59:08.068630800,0.381630800,0,0,0,0,0
'2026-07-31 10:59:08.068630850,0.381630850,0,0,0,1,0
'2026-07-31 10:59:08.068777850,0.381777850,0,0,0,0,1
'2026-07-31 10:59:08.068780800,0.381780800,0,0,0,0,0
'2026-07-31 10:59:08.068780850,0.381780850,0,0,0,1,0
'2026-07-31 10:59:08.068927850,0.381927850,0,0,0,0,1
'2026-07-31 10:59:08.068930800,0.381930800,0,0,0,0,0
'2026-07-31 10:59:08.068930850,0.381930850,0,0,0,1,0
'2026-07-31 10:59:08.069077850,0.382077850,0,0,0,0,1
'2026-07-31 10:59:08.069080800,0.382080800,0,0,0,0,0
'2026-07-31 10:59:08.069080850,0.382080850,0,0,0,1,0
'2026-07-31 10:59:08.069227850,0.382227850,0,0,0,0,1
'2026-07-31 10:59:08.069230800,0.382230800,0,0,0,0,0
'2026-07-31 10:59:08.069230850,0.382230850,0,0,0,1,0
'2026-07-31 10:59:08.069377850,0.382377850,0,0,0,0,1
'2026-07-31 10:59:08.069380800,0.382380800,0,0,0,0,0
'2026-07-31 10:59:08.069380850,0.382380850,0,0,0,1,0
'2026-07-31 10:59:08.069527850,0.382527850,0,0,0,0,1
'2026-07-31 10:59:08.069530800,0.382530800,0,0,0,0,0
'2026-07-31 10:59:08.069530850,0.382530850,0,0,0,1,0
'2026-07-31 10:59:08.069677850,0.382677850,0,0,0,0,1
'2026-07-31 10:59:08.069680800,0.382680800,0,0,0,0,0
'2026-07-31 10:59:08.069680850,0.382680850,0,0,0,1,0
'2026-07-31 10:59:08.069827850,0.382827850,0,0,0,0,1
'2026-07-31 10:59:08.069830800,0.382830800,0,0,0,0,0
'2026-07-31 10:59:08.069830850,0.382830850,0,0,0,1,0
'2026-07-31 10:59:08.069977850,0.382977850,0,0,0,0,1
'2026-07-31 10:59:08.069980800,0.382980800,0,0,0,0,0
'2026-07-31 10:59:08.069980850,0.382980850,0,0,0,1,0
'2026-07-31 10:59:08.070127850,0.383127850,0,0,0,0,1
'2026-07-31 10:59:08.070130800,0.383130800,0,0,0,0,0
'2026-07-31 10:59:08.070130850,0.383130850,0,0,0,1,0
'2026-07-31 10:59:08.070277850,0.383277850,0,0,0,0,1
'2026-07-31 10:59:08.070280800,0.383280800,0,0,0,0,0
'2026-07-31 10:59:08.070280850,0.383280850,0,0,0,1,0
'2026-07-31 10:59:08.070427850,0.383427850,0,0,0,0,1
'2026-07-31 10:59:08.070430800,0.383430800,0,0,0,0,0
'2026-07-31 10:59:08.070430850,0.383430850,0,0,0,1,0
'2026-07-31 10:59:08.070577850,0.383577850,0,0,0,0,1
'2026-07-31 10:59:08.070580800,0.383580800,0,0,0,0,0
'2026-07-31 10:59:08.070580850,0.383580850,0,0,0,1,0
'2026-07-31 10:59:08.070727850,0.383727850,0,0,0,0,1
'2026-07-31 10:59:08.070730800,0.383730800,0,0,0,0,0
'2026-07-31 10:59:08.070730850,0.383730850,0,0,0,1,0
'2026-07-31 10:59:08.070877800,0.383877800,0,0,0,0,1
'2026-07-31 10:59:08.070880800,0.383880800,0,0,0,1,0
'2026-07-31 10:59:08.071027800,0.384027800,0,0,0,0,1
'2026-07-31 10:59:08.071030800,0.384030800,0,0,0,1,0
'2026-07-31 10:59:08.071177800,0.384177800,0,0,0,0,1
'2026-07-31 10:59:08.071180800,0.384180800,0,0,0,1,0
'2026-07-31 10:59:08.071327800,0.384327800,0,0,0,0,1
'2026-07-31 10:59:08.071330800,0.384330800,0,0,0,1,0
'2026-07-31 10:59:08.071477800,0.384477800,0,0,0,0,1
'2026-07-31 10:59:08.071480800,0.384480800,0,0,0,1,0
'2026-07-31 10:59:08.071627800,0.384627800,0,0,0,0,1
'2026-07-31 10:59:08.071630800,0.384630800,0,0,0,1,0
'2026-07-31 10:59:08.071777800,0.384777800,0,0,0,0,1
'2026-07-31 10:59:08.071780800,0.384780800,0,0,0,1,0
'2026-07-31 10:59:08.071927800,0.384927800,0,0,0,0,1
'2026-07-31 10:59:08.071930800,0.384930800,0,0,0,1,0
'2026-07-31 10:59:08.072077800,0.385077800,0,0,0,0,1
'2026-07-31 10:59:08.072080800,0.385080800,0,0,0,1,0
'2026-07-31 10:59:08.072227800,0.385227800,0,0,0,0,1
'2026-07-31 10:59:08.072230800,0.385230800,0,0,0,1,0
'2026-07-31 10:59:08.072377800,0.385377800,0,0,0,0,1
'2026-07-31 10:59:08.072380800,0.385380800,0,0,0,1,0
'2026-07-31 10:59:08.072527800,0.385527800,0,0,0,0,1
'2026-07-31 10:59:08.072530800,0.385530800,0,0,0,1,0
'2026-07-31 10:59:08.072677800,0.385677800,0,0,0,0,1
'2026-07-31 10:59:08.072680800,0.385680800,0,0,0,1,0
'2026-07-31 10:59:08.072827800,0.385827800,0,0,0,0,1
'2026-07-31 10:59:08.072830800,0.385830800,0,0,0,1,0
'2026-07-31 10:59:08.072977800,0.385977800,0,0,0,0,1
'2026-07-31 10:59:08.072980800,0.385980800,0,0,0,1,0
'2026-07-31 10:59:08.073127800,0.386127800,0,0,0,0,1
'2026-07-31 10:59:08.073130800,0.386130800,0,0,0,1,0
'2026-07-31 10:59:08.073277800,0.386277800,0,0,0,0,1
'2026-07-31 10:59:08.073280800,0.386280800,0,0,0,1,0
'2026-07-31 10:59:08.073427800,0.386427800,0,0,0,0,1
'2026-07-31 10:59:08.073430800,0.386430800,0,0,0,1,0
'2026-07-31 10:59:08.073577800,0.386577800,0,0,0,0,1
'2026-07-31 10:59:08.073580800,0.386580800,0,0,0,1,0
'2026-07-31 10:59:08.073727800,0.386727800,0,0,0,0,1
'2026-07-31 10:59:08.073730800,0.386730800,0,0,0,1,0
'2026-07-31 10:59:08.073877800,0.386877800,0,0,0,0,1
'2026-07-31 10:59:08.073880800,0.386880800,0,0,0,1,0
'2026-07-31 10:59:08.074027800,0.387027800,0,0,0,0,1
'2026-07-31 10:59:08.074030800,0.387030800,0,0,0,1,0
'2026-07-31 10:59:08.074177800,0.387177800,0,0,0,0,1
'2026-07-31 10:59:08.074180800,0.387180800,0,0,0,1,0
'2026-07-31 10:59:08.074327800,0.387327800,0,0,0,0,1
'2026-07-31 10:59:08.074330800,0.387330800,0,0,0,1,0
'2026-07-31 10:59:08.074477800,0.387477800,0,0,0,0,1
'2026-07-31 10:59:08.074480800,0.387480800,0,0,0,1,0
'2026-07-31 10:59:08.074627800,0.387627800,0,0,0,0,1
'2026-07-31 10:59:08.074630800,0.387630800,0,0,0,1,0
'2026-07-31 10:59:08.074777800,0.387777800,0,0,0,0,1
'2026-07-31 10:59:08.074780800,0.387780800,0,0,0,1,0
'2026-07-31 10:59:08.074927800,0.387927800,0,0,0,0,1
'2026-07-31 10:59:08.074930800,0.387930800,0,0,0,1,0
'2026-07-31 10:59:08.075077800,0.388077800,0,0,0,0,1
'2026-07-31 10:59:08.075080800,0.388080800,0,0,0,1,0
'2026-07-31 10:59:08.075227800,0.388227800,0,0,0,0,1
'2026-07-31 10:59:08.075230800,0.388230800,0,0,0,1,0
'2026-07-31 10:59:08.075377800,0.388377800,0,0,0,0,1
'2026-07-31 10:59:08.075380800,0.388380800,0,0,0,1,0
'2026-07-31 10:59:08.075527800,0.388527800,0,0,0,0,1
'2026-07-31 10:59:08.075530800,0.388530800,0,0,0,1,0
'2026-07-31 10:59:08.075677800,0.388677800,0,0,0,0,1
'2026-07-31 10:59:08.075680800,0.388680800,0,0,0,1,0
'2026-07-31 10:59:08.075827800,0.388827800,0,0,0,0,1
'2026-07-31 10:59:08.075830800,0.388830800,0,0,0,1,0
'2026-07-31 10:59:08.075977800,0.388977800,0,0,0,0,1
'2026-07-31 10:59:08.075980800,0.388980800,0,0,0,1,0
'2026-07-31 10:59:08.076127800,0.389127800,0,0,0,0,1
'2026-07-31 10:59:08.076130800,0.389130800,0,0,0,1,0
'2026-07-31 10:59:08.076277800,0.389277800,0,0,0,0,1
'2026-07-31 10:59:08.076280800,0.389280800,0,0,0,1,0
'2026-07-31 10:59:08.076427800,0.389427800,0,0,0,0,1
'2026-07-31 10:59:08.076430800,0.389430800,0,0,0,1,0
'2026-07-31 10:59:08.076577800,0.389577800,0,0,0,0,1
'2026-07-31 10:59:08.076580800,0.389580800,0,0,0,1,0
'2026-07-31 10:59:08.076727800,0.389727800,0,0,0,0,1
'2026-07-31 10:59:08.076730800,0.389730800,0,0,0,1,0
'2026-07-31 10:59:08.076877800,0.389877800,0,0,0,0,1
'2026-07-31 10:59:08.076880800,0.389880800,0,0,0,1,0
'2026-07-31 10:59:08.077027800,0.390027800,0,0,0,0,1
'2026-07-31 10:59:08.077030800,0.390030800,0,0,0,1,0
'2026-07-31 10:59:08.077177800,0.390177800,0,0,0,0,1
'2026-07-31 10:59:08.077180750,0.390180750,0,0,0,0,0
'2026-07-31 10:59:08.077180800,0.390180800,0,0,0,1,0
'2026-07-31 10:59:08.077327800,0.390327800,0,0,0,0,1
'2026-07-31 10:59:08.077330750,0.390330750,0,0,0,0,0
'2026-07-31 10:59:08.077330800,0.390330800,0,0,0,1,0
'2026-07-31 10:59:08.077477800,0.390477800,0,0,0,0,1
'2026-07-31 10:59:08.077480750,0.390480750,0,0,0,0,0
'2026-07-31 10:59:08.077480800,0.390480800,0,0,0,1,0
'2026-07-31 10:59:08.077627800,0.390627800,0,0,0,0,1
'2026-07-31 10:59:08.077630750,0.390630750,0,0,0,0,0
'2026-07-31 10:59:08.077630800,0.390630800,0,0,0,1,0
'2026-07-31 10:59:08.077777800,0.390777800,0,0,0,0,1
'2026-07-31 10:59:08.077780750,0.390780750,0,0,0,0,0
'2026-07-31 10:59:08.077780800,0.390780800,0,0,0,1,0
'2026-07-31 10:59:08.077927800,0.390927800,0,0,0,0,1
'2026-07-31 10:59:08.077930750,0.390930750,0,0,0,0,0
'2026-07-31 10:59:08.077930800,0.390930800,0,0,0,1,0
'2026-07-31 10:59:08.078077800,0.391077800,0,0,0,0,1
'2026-07-31 10:59:08.078080750,0.391080750,0,0,0,0,0
'2026-07-31 10:59:08.078080800,0.391080800,0,0,0,1,0
'2026-07-31 10:59:08.078227800,0.391227800,0,0,0,0,1
'2026-07-31 10:59:08.078230750,0.391230750,0,0,0,0,0
'2026-07-31 10:59:08.078230800,0.391230800,0,0,0,1,0
'2026-07-31 10:59:08.078377800,0.391377800,0,0,0,0,1
'2026-07-31 10:59:08.078380750,0.391380750,0,0,0,0,0
'2026-07-31 10:59:08.078380800,0.391380800,0,0,0,1,0
'2026-07-31 10:59:08.078527800,0.391527800,0,0,0,0,1
'2026-07-31 10:59:08.078530750,0.391530750,0,0,0,0,0
'2026-07-31 10:59:08.078530800,0.391530800,0,0,0,1,0
'2026-07-31 10:59:08.078677800,0.391677800,0,0,0,0,1
'2026-07-31 10:59:08.078680750,0.391680750,0,0,0,0,0
'2026-07-31 10:59:08.078680800,0.391680800,0,0,0,1,0
'2026-07-31 10:59:08.078827800,0.391827800,0,0,0,0,1
'2026-07-31 10:59:08.078830750,0.391830750,0,0,0,0,0
'2026-07-31 10:59:08.078830800,0.391830800,0,0,0,1,0
'2026-07-31 10:59:08.078977800,0.391977800,0,0,0,0,1
'2026-07-31 10:59:08.078980750,0.391980750,0,0,0,0,0
'2026-07-31 10:59:08.078980800,0.391980800,0,0,0,1,0
'2026-07-31 10:59:08.079127800,0.392127800,0,0,0,0,1
'2026-07-31 10:59:08.079130750,0.392130750,0,0,0,0,0
'2026-07-31 10:59:08.079130800,0.392130800,0,0,0,1,0
'2026-07-31 10:59:08.079277800,0.392277800,0,0,0,0,1
'2026-07-31 10:59:08.079280750,0.392280750,0,0,0,0,0
'2026-07-31 10:59:08.079280800,0.392280800,0,0,0,1,0
'2026-07-31 10:59:08.079427800,0.392427800,0,0,0,0,1
'2026-07-31 10:59:08.079430750,0.392430750,0,0,0,0,0
'2026-07-31 10:59:08.079430800,0.392430800,0,0,0,1,0
'2026-07-31 10:59:08.079577800,0.392577800,0,0,0,0,1
'2026-07-31 10:59:08.079580750,0.392580750,0,0,0,0,0
'2026-07-31 10:59:08.079580800,0.392580800,0,0,0,1,0
'2026-07-31 10:59:08.079727800,0.392727800,0,0,0,0,1
'2026-07-31 10:59:08.079730750,0.392730750,0,0,0,0,0
'2026-07-31 10:59:08.079730800,0.392730800,0,0,0,1,0
'2026-07-31 10:59:08.079877800,0.392877800,0,0,0,0,1
'2026-07-31 10:59:08.079880750,0.392880750,0,0,0,0,0
'2026-07-31 10:59:08.079880800,0.392880800,0,0,0,1,0
'2026-07-31 10:59:08.080027800,0.393027800,0,0,0,0,1
'2026-07-31 10:59:08.080030750,0.393030750,0,0,0,0,0
'2026-07-31 10:59:08.080030800,0.393030800,0,0,0,1,0
'2026-07-31 10:59:08.080177800,0.393177800,0,0,0,0,1
'2026-07-31 10:59:08.080180750,0.393180750,0,0,0,0,0
'2026-07-31 10:59:08.080180800,0.393180800,0,0,0,1,0
'2026-07-31 10:59:08.080327800,0.393327800,0,0,0,0,1
'2026-07-31 10:59:08.080330750,0.393330750,0,0,0,0,0
'2026-07-31 10:59:08.080330800,0.393330800,0,0,0,1,0
'2026-07-31 10:59:08.080477800,0.393477800,0,0,0,0,1
'2026-07-31 10:59:08.080480750,0.393480750,0,0,0,0,0
'2026-07-31 10:59:08.080480800,0.393480800,0,0,0,1,0
'2026-07-31 10:59:08.080627800,0.393627800,0,0,0,0,1
'2026-07-31 10:59:08.080630750,0.393630750,0,0,0,0,0
'2026-07-31 10:59:08.080630800,0.393630800,0,0,0,1,0
'2026-07-31 10:59:08.080777800,0.393777800,0,0,0,0,1
'2026-07-31 10:59:08.080780750,0.393780750,0,0,0,0,0
'2026-07-31 10:59:08.080780800,0.393780800,0,0,0,1,0
'2026-07-31 10:59:08.080927800,0.393927800,0,0,0,0,1
'2026-07-31 10:59:08.080930750,0.393930750,0,0,0,0,0
'2026-07-31 10:59:08.080930800,0.393930800,0,0,0,1,0
'2026-07-31 10:59:08.081077800,0.394077800,0,0,0,0,1
'2026-07-31 10:59:08.081080750,0.394080750,0,0,0,0,0
'2026-07-31 10:59:08.081080800,0.394080800,0,0,0,1,0
'2026-07-31 10:59:08.081227750,0.394227750,0,0,0,0,1
'2026-07-31 10:59:08.081230750,0.394230750,0,0,0,1,0
'2026-07-31 10:59:08.081377750,0.394377750,0,0,0,0,1
'2026-07-31 10:59:08.081380750,0.394380750,0,0,0,1,0
'2026-07-31 10:59:08.081527750,0.394527750,0,0,0,0,1
'2026-07-31 10:59:08.081530750,0.394530750,0,0,0,1,0
'2026-07-31 10:59:08.081677750,0.394677750,0,0,0,0,1
'2026-07-31 10:59:08.081680750,0.394680750,0,0,0,1,0
'2026-07-31 10:59:08.081827750,0.394827750,0,0,0,0,1
'2026-07-31 10:59:08.081830750,0.394830750,0,0,0,1,0
'2026-07-31 10:59:08.081977750,0.394977750,0,0,0,0,1
'2026-07-31 10:59:08.081980750,0.394980750,0,0,0,1,0
'2026-07-31 10:59:08.082127750,0.395127750,0,0,0,0,1
'2026-07-31 10:59:08.082130750,0.395130750,0,0,0,1,0
'2026-07-31 10:59:08.082277750,0.395277750,0,0,0,0,1
'2026-07-31 10:59:08.082280750,0.395280750,0,0,0,1,0
'2026-07-31 10:59:08.082427750,0.395427750,0,0,0,0,1
'2026-07-31 10:59:08.082430750,0.395430750,0,0,0,1,0
'2026-07-31 10:59:08.082577750,0.395577750,0,0,0,0,1
'2026-07-31 10:59:08.082580750,0.395580750,0,0,0,1,0
'2026-07-31 10:59:08.082727750,0.395727750,0,0,0,0,1
'2026-07-31 10:59:08.082730750,0.395730750,0,0,0,1,0
'2026-07-31 10:59:08.082877750,0.395877750,0,0,0,0,1
'2026-07-31 10:59:08.082880750,0.395880750,0,0,0,1,0
'2026-07-31 10:59:08.083027750,0.396027750,0,0,0,0,1
'2026-07-31 10:59:08.083030750,0.396030750,0,0,0,1,0
'2026-07-31 10:59:08.083177750,0.396177750,0,0,0,0,1
'2026-07-31 10:59:08.083180750,0.396180750,0,0,0,1,0
'2026-07-31 10:59:08.083327750,0.396327750,0,0,0,0,1
'2026-07-31 10:59:08.083330750,0.396330750,0,0,0,1,0
'2026-07-31 10:59:08.083477750,0.396477750,0,0,0,0,1
'2026-07-31 10:59:08.083480750,0.396480750,0,0,0,1,0
'2026-07-31 10:59:08.083627750,0.396627750,0,0,0,0,1
'2026-07-31 10:59:08.083630750,0.396630750,0,0,0,1,0
'2026-07-31 10:59:08.083777750,0.396777750,0,0,0,0,1
'2026-07-31 10:59:08.083780750,0.396780750,0,0,0,1,0
'2026-07-31 10:59:08.083927750,0.396927750,0,0,0,0,1
'2026-07-31 10:59:08.083930750,0.396930750,0,0,0,1,0
'2026-07-31 10:59:08.084077750,0.397077750,0,0,0,0,1
'2026-07-31 10:59:08.084080750,0.397080750,0,0,0,1,0
'2026-07-31 10:59:08.084227750,0.397227750,0,0,0,0,1
'2026-07-31 10:59:08.084230750,0.397230750,0,0,0,1,0
'2026-07-31 10:59:08.084377750,0.397377750,0,0,0,0,1
'2026-07-31 10:59:08.084380750,0.397380750,0,0,0,1,0
'2026-07-31 10:59:08.084527750,0.397527750,0,0,0,0,1
'2026-07-31 10:59:08.084530750,0.397530750,0,0,0,1,0
'2026-07-31 10:59:08.084677750,0.397677750,0,0,0,0,1
'2026-07-31 10:59:08.084680750,0.397680750,0,0,0,1,0
'2026-07-31 10:59:08.084827750,0.397827750,0,0,0,0,1
'2026-07-31 10:59:08.084830750,0.397830750,0,0,0,1,0
'2026-07-31 10:59:08.084977750,0.397977750,0,0,0,0,1
'2026-07-31 10:59:08.084980750,0.397980750,0,0,0,1,0
'2026-07-31 10:59:08.085127750,0.398127750,0,0,0,0,1
'2026-07-31 10:59:08.085130750,0.398130750,0,0,0,1,0
'2026-07-31 10:59:08.085277750,0.398277750,0,0,0,0,1
'2026-07-31 10:59:08.085280750,0.398280750,0,0,0,1,0
'2026-07-31 10:59:08.085427750,0.398427750,0,0,0,0,1
'2026-07-31 10:59:08.085430750,0.398430750,0,0,0,1,0
'2026-07-31 10:59:08.085577750,0.398577750,0,0,0,0,1
'2026-07-31 10:59:08.085580750,0.398580750,0,0,0,1,0
'2026-07-31 10:59:08.085727750,0.398727750,0,0,0,0,1
'2026-07-31 10:59:08.085730750,0.398730750,0,0,0,1,0
'2026-07-31 10:59:08.085877750,0.398877750,0,0,0,0,1
'2026-07-31 10:59:08.085880750,0.398880750,0,0,0,1,0
'2026-07-31 10:59:08.086027750,0.399027750,0,0,0,0,1
'2026-07-31 10:59:08.086030750,0.399030750,0,0,0,1,0
'2026-07-31 10:59:08.086177750,0.399177750,0,0,0,0,1
'2026-07-31 10:59:08.086180750,0.399180750,0,0,0,1,0
'2026-07-31 10:59:08.086327750,0.399327750,0,0,0,0,1
'2026-07-31 10:59:08.086330750,0.399330750,0,0,0,1,0
'2026-07-31 10:59:08.086477750,0.399477750,0,0,0,0,1
'2026-07-31 10:59:08.086480750,0.399480750,0,0,0,1,0
'2026-07-31 10:59:08.086627750,0.399627750,0,0,0,0,1
'2026-07-31 10:59:08.086630750,0.399630750,0,0,0,1,0
'2026-07-31 10:59:08.086777750,0.399777750,0,0,0,0,1
'2026-07-31 10:59:08.086780750,0.399780750,0,0,0,1,0
'2026-07-31 10:59:08.086927750,0.399927750,0,0,0,0,1
'2026-07-31 10:59:08.086930750,0.399930750,0,0,0,1,0
'2026-07-31 10:59:08.087077750,0.400077750,0,0,0,0,1
