; CSV, generated by atk_libsigrok4 1.0.0 on 2026-08-05 17:53:45
; Channels (8/16)
; ChannelsType: 255
; Sample rate: 100 MHz
; Sample count: 47.683716 M
; Sampling time: 2026-08-05 17:53:30.124
SystemTime, Time(s), roic_reset_p1, sync_p1             , aclk_p1, dout_n_A1, dclk_n_A1, dclk_p_A1, spi_sdo_p1, dout_p_A1
'2026-08-05 17:53:30.239300350,0.046300350,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239300360,0.046300360,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239300380,0.046300380,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239300840,0.046300840,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239301960,0.046301960,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239301970,0.046301970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239301990,0.046301990,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239302020,0.046302020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239302030,0.046302030,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239302050,0.046302050,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239302070,0.046302070,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239302610,0.046302610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239302620,0.046302620,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239302640,0.046302640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239302650,0.046302650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239303770,0.046303770,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239303780,0.046303780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239303820,0.046303820,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239304460,0.046304460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239305580,0.046305580,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239305690,0.046305690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239305700,0.046305700,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239306270,0.046306270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239307390,0.046307390,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239307400,0.046307400,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239307410,0.046307410,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239307570,0.046307570,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239307620,0.046307620,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239307810,0.046307810,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239307860,0.046307860,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239308080,0.046308080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239309200,0.046309200,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239309210,0.046309210,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239309220,0.046309220,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239309890,0.046309890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239311010,0.046311010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239311060,0.046311060,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239311100,0.046311100,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239311110,0.046311110,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239311120,0.046311120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239311130,0.046311130,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239311700,0.046311700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239312820,0.046312820,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239313510,0.046313510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239314630,0.046314630,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239314640,0.046314640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239314650,0.046314650,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239315320,0.046315320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239316440,0.046316440,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239317130,0.046317130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239318250,0.046318250,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239318260,0.046318260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239318280,0.046318280,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239318590,0.046318590,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239318610,0.046318610,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239318940,0.046318940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239320060,0.046320060,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239320750,0.046320750,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239321870,0.046321870,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239322560,0.046322560,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239323680,0.046323680,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239324370,0.046324370,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239325490,0.046325490,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239326180,0.046326180,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239327300,0.046327300,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239327310,0.046327310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239327330,0.046327330,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239327410,0.046327410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239327460,0.046327460,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239327710,0.046327710,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239327750,0.046327750,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239327990,0.046327990,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239329110,0.046329110,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239329800,0.046329800,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239330920,0.046330920,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239331610,0.046331610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239332730,0.046332730,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239333040,0.046333040,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239333060,0.046333060,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239333270,0.046333270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239333310,0.046333310,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239333420,0.046333420,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239334540,0.046334540,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239335230,0.046335230,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239336350,0.046336350,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239336970,0.046336970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239337020,0.046337020,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239337040,0.046337040,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239338160,0.046338160,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239338170,0.046338170,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239338200,0.046338200,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239338850,0.046338850,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239339970,0.046339970,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239340660,0.046340660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239341780,0.046341780,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239342470,0.046342470,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239343590,0.046343590,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239344280,0.046344280,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239345400,0.046345400,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239346090,0.046346090,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239347210,0.046347210,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239347310,0.046347310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239347350,0.046347350,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239347900,0.046347900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239349020,0.046349020,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239349710,0.046349710,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239350830,0.046350830,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239351520,0.046351520,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239352640,0.046352640,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239353330,0.046353330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239354450,0.046354450,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239355140,0.046355140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239356270,0.046356270,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239356580,0.046356580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239356620,0.046356620,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239356810,0.046356810,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239356820,0.046356820,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.239356840,0.046356840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.239356860,0.046356860,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239356950,0.046356950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239358070,0.046358070,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239358760,0.046358760,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239359880,0.046359880,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239360570,0.046360570,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239361690,0.046361690,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239362380,0.046362380,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239363500,0.046363500,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239364190,0.046364190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239365320,0.046365320,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239366000,0.046366000,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239367130,0.046367130,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239367810,0.046367810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239368930,0.046368930,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239369620,0.046369620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239370750,0.046370750,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239371430,0.046371430,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239372550,0.046372550,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239373240,0.046373240,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239374360,0.046374360,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239375050,0.046375050,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239406500,0.046406500,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.239406510,0.046406510,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.239406520,0.046406520,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406530,0.046406530,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406540,0.046406540,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.239406550,0.046406550,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.239406560,0.046406560,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406570,0.046406570,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406580,0.046406580,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406590,0.046406590,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.239406600,0.046406600,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406610,0.046406610,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.239406620,0.046406620,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406630,0.046406630,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406640,0.046406640,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406650,0.046406650,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406660,0.046406660,0,0,1,1,0,0,0,0
'2026-08-05 17:53:30.239406670,0.046406670,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406680,0.046406680,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.239406690,0.046406690,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.239406700,0.046406700,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.239406710,0.046406710,0,0,0,1,1,1,0,0
'2026-08-05 17:53:30.239406720,0.046406720,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.239406730,0.046406730,0,1,0,0,0,0,0,0
'2026-08-05 17:53:30.239406740,0.046406740,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.239406750,0.046406750,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239406820,0.046406820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239406830,0.046406830,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.239406860,0.046406860,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239406950,0.046406950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239406960,0.046406960,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239407400,0.046407400,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239408530,0.046408530,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239409210,0.046409210,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239410340,0.046410340,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239411020,0.046411020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239412150,0.046412150,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239412830,0.046412830,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239413960,0.046413960,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239414640,0.046414640,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239415770,0.046415770,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239416450,0.046416450,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239417580,0.046417580,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239418260,0.046418260,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239419390,0.046419390,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239420070,0.046420070,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239421200,0.046421200,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239421880,0.046421880,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239423010,0.046423010,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239423020,0.046423020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239423070,0.046423070,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239423330,0.046423330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239423360,0.046423360,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239423690,0.046423690,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239424820,0.046424820,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239425500,0.046425500,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239426630,0.046426630,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239427310,0.046427310,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239428440,0.046428440,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239429120,0.046429120,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239430250,0.046430250,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239430930,0.046430930,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239432060,0.046432060,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239432620,0.046432620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239432640,0.046432640,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239432740,0.046432740,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239433870,0.046433870,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239434550,0.046434550,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239435680,0.046435680,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239436360,0.046436360,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239437490,0.046437490,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239437970,0.046437970,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239437990,0.046437990,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239438170,0.046438170,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239439300,0.046439300,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239439980,0.046439980,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239441110,0.046441110,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239441130,0.046441130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239441140,0.046441140,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239441790,0.046441790,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239443000,0.046443000,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239443060,0.046443060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239443070,0.046443070,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239443150,0.046443150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239443190,0.046443190,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239443250,0.046443250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239443300,0.046443300,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239443600,0.046443600,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239444730,0.046444730,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239445030,0.046445030,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239445040,0.046445040,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239445410,0.046445410,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239446580,0.046446580,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239447210,0.046447210,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239448360,0.046448360,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239448860,0.046448860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239448930,0.046448930,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239448940,0.046448940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239448960,0.046448960,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239448970,0.046448970,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239448980,0.046448980,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239449030,0.046449030,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239450180,0.046450180,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239450220,0.046450220,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239450230,0.046450230,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239450840,0.046450840,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239451990,0.046451990,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239452210,0.046452210,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239452280,0.046452280,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239452330,0.046452330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239452400,0.046452400,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239452450,0.046452450,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239452520,0.046452520,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239452610,0.046452610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239453800,0.046453800,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239454020,0.046454020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239454100,0.046454100,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239454110,0.046454110,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239454170,0.046454170,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239454250,0.046454250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239454270,0.046454270,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239454370,0.046454370,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239454390,0.046454390,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239454460,0.046454460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239455600,0.046455600,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239455610,0.046455610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239455620,0.046455620,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456060,0.046456060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239456080,0.046456080,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456140,0.046456140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239456160,0.046456160,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456170,0.046456170,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239456180,0.046456180,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456190,0.046456190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239456200,0.046456200,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456220,0.046456220,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239456240,0.046456240,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239456270,0.046456270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239457440,0.046457440,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239457500,0.046457500,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239457520,0.046457520,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239458080,0.046458080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239459210,0.046459210,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239459230,0.046459230,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239459280,0.046459280,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239459500,0.046459500,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239459520,0.046459520,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239459690,0.046459690,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239459710,0.046459710,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239459890,0.046459890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239461040,0.046461040,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239461110,0.046461110,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239461120,0.046461120,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239461700,0.046461700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239462840,0.046462840,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239462890,0.046462890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239462950,0.046462950,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463020,0.046463020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239463040,0.046463040,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463130,0.046463130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239463150,0.046463150,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463250,0.046463250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239463300,0.046463300,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463360,0.046463360,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239463400,0.046463400,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463420,0.046463420,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239463430,0.046463430,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239463490,0.046463490,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239464680,0.046464680,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239464700,0.046464700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239464720,0.046464720,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239464740,0.046464740,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239464760,0.046464760,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239464860,0.046464860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239464870,0.046464870,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239465320,0.046465320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239466480,0.046466480,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239466540,0.046466540,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239466550,0.046466550,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239466720,0.046466720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239466730,0.046466730,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239466820,0.046466820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239466830,0.046466830,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239467020,0.046467020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239467030,0.046467030,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239467130,0.046467130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468310,0.046468310,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468540,0.046468540,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468550,0.046468550,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468590,0.046468590,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468600,0.046468600,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468620,0.046468620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468640,0.046468640,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468660,0.046468660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468670,0.046468670,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468690,0.046468690,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468720,0.046468720,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468730,0.046468730,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468750,0.046468750,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468810,0.046468810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468870,0.046468870,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468900,0.046468900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239468910,0.046468910,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.239468940,0.046468940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.239470120,0.046470120,0,1,0,1,1,1,0,0
