; CSV, generated by atk_libsigrok4 1.0.0 on 2026-08-05 17:53:45
; Channels (8/16)
; ChannelsType: 255
; Sample rate: 100 MHz
; Sample count: 47.683716 M
; Sampling time: 2026-08-05 17:53:30.124
SystemTime, Time(s), roic_reset_p1, sync_p1             , aclk_p1, dout_n_A1, dclk_n_A1, dclk_p_A1, spi_sdo_p1, dout_p_A1
'2026-08-05 17:53:30.427835620,0.234835620,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427836310,0.234836310,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427837430,0.234837430,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427838120,0.234838120,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427839240,0.234839240,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427839930,0.234839930,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427841050,0.234841050,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427841740,0.234841740,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427842860,0.234842860,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427843550,0.234843550,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427844670,0.234844670,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427845360,0.234845360,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427846480,0.234846480,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427847170,0.234847170,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427848290,0.234848290,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427848980,0.234848980,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427850100,0.234850100,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427850790,0.234850790,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427851910,0.234851910,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427852600,0.234852600,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427853720,0.234853720,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427854410,0.234854410,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427855530,0.234855530,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427856220,0.234856220,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427857340,0.234857340,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427858030,0.234858030,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427859150,0.234859150,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427859840,0.234859840,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427860960,0.234860960,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427861650,0.234861650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427862770,0.234862770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427863460,0.234863460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427864580,0.234864580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427865270,0.234865270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427866390,0.234866390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427867080,0.234867080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427868200,0.234868200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427868890,0.234868890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427870010,0.234870010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427870700,0.234870700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427871820,0.234871820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427872510,0.234872510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427873630,0.234873630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427874320,0.234874320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427905770,0.234905770,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905780,0.234905780,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.427905790,0.234905790,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.427905800,0.234905800,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.427905810,0.234905810,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.427905820,0.234905820,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.427905830,0.234905830,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.427905840,0.234905840,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905850,0.234905850,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.427905860,0.234905860,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905870,0.234905870,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.427905880,0.234905880,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905890,0.234905890,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.427905900,0.234905900,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905910,0.234905910,0,0,1,1,0,0,0,0
'2026-08-05 17:53:30.427905920,0.234905920,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.427905930,0.234905930,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.427905940,0.234905940,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.427905950,0.234905950,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.427905960,0.234905960,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.427905970,0.234905970,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.427905980,0.234905980,0,0,0,1,1,0,0,0
'2026-08-05 17:53:30.427905990,0.234905990,0,1,0,0,0,0,0,0
'2026-08-05 17:53:30.427906000,0.234906000,0,1,0,0,1,0,0,0
'2026-08-05 17:53:30.427906010,0.234906010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427906060,0.234906060,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.427906070,0.234906070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427906670,0.234906670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427907790,0.234907790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427908480,0.234908480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427909600,0.234909600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427910290,0.234910290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427911410,0.234911410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427912100,0.234912100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427913220,0.234913220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427913910,0.234913910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427915030,0.234915030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427915720,0.234915720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427916840,0.234916840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427917530,0.234917530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427918650,0.234918650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427919340,0.234919340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427920460,0.234920460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427921150,0.234921150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427922270,0.234922270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427922960,0.234922960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427924080,0.234924080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427924770,0.234924770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427925890,0.234925890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427926580,0.234926580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427927700,0.234927700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427928390,0.234928390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427929510,0.234929510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427930200,0.234930200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427931320,0.234931320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427932010,0.234932010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427933130,0.234933130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427933820,0.234933820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427934940,0.234934940,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427935630,0.234935630,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427936750,0.234936750,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427937440,0.234937440,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427938560,0.234938560,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427939250,0.234939250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427940370,0.234940370,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427941060,0.234941060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427942180,0.234942180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427942870,0.234942870,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427943990,0.234943990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427944680,0.234944680,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427945800,0.234945800,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427946490,0.234946490,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427947610,0.234947610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427948300,0.234948300,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427949420,0.234949420,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427950110,0.234950110,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427951230,0.234951230,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427951920,0.234951920,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427953040,0.234953040,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427953730,0.234953730,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427954850,0.234954850,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427955540,0.234955540,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427956660,0.234956660,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427957350,0.234957350,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427958470,0.234958470,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427959160,0.234959160,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427960280,0.234960280,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427960970,0.234960970,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427962090,0.234962090,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427962780,0.234962780,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427963900,0.234963900,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427964590,0.234964590,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427965710,0.234965710,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427966400,0.234966400,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427967520,0.234967520,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427968210,0.234968210,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427969330,0.234969330,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427970020,0.234970020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427971140,0.234971140,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427971830,0.234971830,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427972950,0.234972950,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427973640,0.234973640,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427974760,0.234974760,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427975450,0.234975450,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427976570,0.234976570,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427977260,0.234977260,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427978380,0.234978380,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427979070,0.234979070,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427980190,0.234980190,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427980880,0.234980880,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427982000,0.234982000,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427982690,0.234982690,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427983810,0.234983810,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427984500,0.234984500,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427985620,0.234985620,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427986310,0.234986310,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427987430,0.234987430,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427988120,0.234988120,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427989240,0.234989240,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427989930,0.234989930,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427991050,0.234991050,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427991740,0.234991740,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427992860,0.234992860,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427993550,0.234993550,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427994670,0.234994670,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427995360,0.234995360,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427996480,0.234996480,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427997170,0.234997170,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.427998290,0.234998290,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.427998980,0.234998980,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428000100,0.235000100,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428000790,0.235000790,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428001910,0.235001910,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428002600,0.235002600,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428003720,0.235003720,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428004410,0.235004410,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428005530,0.235005530,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428006220,0.235006220,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428007340,0.235007340,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428008030,0.235008030,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428009150,0.235009150,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428009840,0.235009840,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428010960,0.235010960,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428011650,0.235011650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428012770,0.235012770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428012860,0.235012860,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428012870,0.235012870,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428013460,0.235013460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428014580,0.235014580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428015270,0.235015270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428016390,0.235016390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428017080,0.235017080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428018200,0.235018200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428018890,0.235018890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428020010,0.235020010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428020700,0.235020700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428021820,0.235021820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428022510,0.235022510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428023630,0.235023630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428024320,0.235024320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428055770,0.235055770,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.428055780,0.235055780,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.428055790,0.235055790,0,0,1,1,0,0,0,0
'2026-08-05 17:53:30.428055800,0.235055800,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055810,0.235055810,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.428055820,0.235055820,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055830,0.235055830,0,0,1,1,0,0,0,0
'2026-08-05 17:53:30.428055840,0.235055840,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.428055850,0.235055850,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.428055860,0.235055860,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.428055870,0.235055870,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.428055880,0.235055880,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.428055890,0.235055890,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.428055900,0.235055900,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055910,0.235055910,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.428055920,0.235055920,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055930,0.235055930,0,0,1,1,0,0,0,0
'2026-08-05 17:53:30.428055940,0.235055940,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055950,0.235055950,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.428055960,0.235055960,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.428055970,0.235055970,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.428055980,0.235055980,0,0,0,1,1,1,0,0
'2026-08-05 17:53:30.428055990,0.235055990,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.428056000,0.235056000,0,1,0,0,0,0,0,0
'2026-08-05 17:53:30.428056010,0.235056010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428056040,0.235056040,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428056080,0.235056080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428056160,0.235056160,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428056180,0.235056180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428056670,0.235056670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428057790,0.235057790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428058480,0.235058480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428059600,0.235059600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428060290,0.235060290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428061410,0.235061410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428062100,0.235062100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428063220,0.235063220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428063430,0.235063430,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428063440,0.235063440,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428063910,0.235063910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428065030,0.235065030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428065720,0.235065720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428066840,0.235066840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428067530,0.235067530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428068650,0.235068650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428069340,0.235069340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428070460,0.235070460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428071150,0.235071150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428072270,0.235072270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428072960,0.235072960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428074080,0.235074080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428074770,0.235074770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428075890,0.235075890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428076580,0.235076580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428077700,0.235077700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428078390,0.235078390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428079510,0.235079510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428080200,0.235080200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428081320,0.235081320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428082010,0.235082010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428083130,0.235083130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428083820,0.235083820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428084940,0.235084940,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428085630,0.235085630,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428086750,0.235086750,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428087440,0.235087440,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428088560,0.235088560,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428088760,0.235088760,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428088770,0.235088770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428088780,0.235088780,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428088790,0.235088790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428089250,0.235089250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428090370,0.235090370,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428091060,0.235091060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428092180,0.235092180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428092420,0.235092420,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428092450,0.235092450,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428092870,0.235092870,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428093990,0.235093990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428094680,0.235094680,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428095800,0.235095800,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428096490,0.235096490,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428097610,0.235097610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428097740,0.235097740,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428097750,0.235097750,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428097760,0.235097760,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428097770,0.235097770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428098300,0.235098300,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428099420,0.235099420,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428100110,0.235100110,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428101230,0.235101230,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428101920,0.235101920,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428103040,0.235103040,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428103730,0.235103730,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428104850,0.235104850,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428105350,0.235105350,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428105390,0.235105390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428105540,0.235105540,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428106660,0.235106660,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428107350,0.235107350,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428108470,0.235108470,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428109160,0.235109160,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428110280,0.235110280,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428110970,0.235110970,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428112090,0.235112090,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428112780,0.235112780,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428113900,0.235113900,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428114590,0.235114590,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428115710,0.235115710,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428116400,0.235116400,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428117520,0.235117520,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428117670,0.235117670,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428117700,0.235117700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428117740,0.235117740,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428117800,0.235117800,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428117880,0.235117880,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428117900,0.235117900,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428117990,0.235117990,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428118000,0.235118000,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428118200,0.235118200,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428118210,0.235118210,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428119330,0.235119330,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428119460,0.235119460,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428119470,0.235119470,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428119670,0.235119670,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428119720,0.235119720,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428119950,0.235119950,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428119970,0.235119970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428119980,0.235119980,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428119990,0.235119990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428120020,0.235120020,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428121140,0.235121140,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428121830,0.235121830,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428122950,0.235122950,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428123610,0.235123610,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.428123620,0.235123620,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428123640,0.235123640,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428124760,0.235124760,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428125450,0.235125450,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.428126570,0.235126570,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.428126630,0.235126630,0,1,0,1,1,1,0,0
